Industry,Region,Year,ESG_Overall,ESG_Environmental,CarbonEmissions,WaterUsage,EnergyConsumption
Utilities,Europe,2019,61.0,21.1,2810439.0,1756524.4,28104389.9
Utilities,Europe,2020,60.9,21.3,3365600.6,2103500.4,33656006.5
Utilities,Europe,2021,62.0,21.4,3532145.3,2207590.8,35321453.1
Utilities,Europe,2022,61.4,18.7,3074037.1,1921273.2,30740371.3
Utilities,Europe,2023,62.9,18.2,3093075.5,1933172.2,30930754.9
Utilities,Europe,2024,61.5,18.0,2993821.1,1871138.2,29938211.1
Utilities,Europe,2025,64.0,21.9,2997393.4,1873370.9,29973934.0
Consumer Goods,Oceania,2015,73.9,62.5,912733.1,1140916.3,4563665.4
Consumer Goods,Oceania,2016,77.1,67.4,856206.0,1070257.5,4281030.2
Consumer Goods,Oceania,2017,78.3,68.2,917138.7,1146423.4,4585693.5
Consumer Goods,Oceania,2018,77.7,68.4,922164.0,1152705.0,4610820.2
Consumer Goods,Oceania,2019,78.4,68.2,865457.5,1081821.8,4327287.3
Consumer Goods,Oceania,2020,79.4,68.2,923038.1,1153797.7,4615190.7
Consumer Goods,Oceania,2021,80.5,71.5,880908.4,1101135.5,4404542.1
Consumer Goods,Oceania,2022,80.1,74.1,828326.1,1035407.7,4141630.7
Consumer Goods,Oceania,2023,83.9,77.2,852454.1,1065567.6,4262270.4
Consumer Goods,Oceania,2024,85.4,76.6,907888.1,1134860.2,4539440.7
Consumer Goods,Oceania,2025,85.8,77.4,985934.4,1232418.0,4929672.1
Consumer Goods,Asia,2015,46.1,44.9,329244.3,411555.3,1646221.4
Consumer Goods,Asia,2016,46.2,46.4,387184.1,483980.1,1935920.4
Consumer Goods,Asia,2017,47.6,51.7,386975.4,483719.3,1934877.2
Consumer Goods,Asia,2018,50.6,53.3,357585.0,446981.3,1787925.1
Consumer Goods,Asia,2019,51.3,55.3,376708.5,470885.6,1883542.3
Consumer Goods,Asia,2020,51.5,57.6,381074.2,476342.7,1905371.0
Consumer Goods,Asia,2021,53.4,57.2,389038.1,486297.6,1945190.6
Consumer Goods,Asia,2022,53.5,55.9,412358.2,515447.8,2061791.1
Consumer Goods,Asia,2023,54.2,57.0,427234.6,534043.3,2136173.2
Consumer Goods,Asia,2024,56.8,60.4,460439.6,575549.5,2302197.9
Consumer Goods,Asia,2025,58.8,62.0,534199.2,667749.0,2670996.1
Energy,Middle East,2015,22.0,11.7,2675865.0,802759.5,26758649.8
Energy,Middle East,2016,21.8,16.9,2703614.6,811084.4,27036146.4
Energy,Middle East,2017,23.0,16.6,2921191.4,876357.4,29211914.4
Energy,Middle East,2018,25.3,19.2,3318535.5,995560.7,33185355.4
Energy,Middle East,2019,26.5,20.3,3303795.8,991138.7,33037957.5
Energy,Middle East,2020,26.7,21.1,3363430.4,1009029.1,33634304.1
Energy,Middle East,2021,28.3,20.0,3526656.8,1057997.0,35266567.6
Energy,Middle East,2022,28.9,21.4,3284183.1,985254.9,32841831.4
Energy,Middle East,2023,30.3,25.3,3399549.9,1019865.0,33995498.7
Energy,Middle East,2024,32.1,22.7,4330435.8,1299130.7,43304357.9
Energy,Middle East,2025,33.4,24.3,4027081.7,1208124.5,40270816.6
Manufacturing,Middle East,2015,32.2,30.8,961287.8,1281717.1,16021464.0
Manufacturing,Middle East,2016,32.3,33.7,948972.3,1265296.4,15816205.5
Manufacturing,Middle East,2017,33.3,36.5,801677.8,1068903.7,13361296.8
Manufacturing,Middle East,2018,33.6,38.1,915460.7,1220614.2,15257677.6
Manufacturing,Middle East,2019,32.1,37.2,819987.6,1093316.8,13666459.5
Manufacturing,Middle East,2020,33.6,41.4,685301.4,913735.2,11421689.8
Manufacturing,Middle East,2021,34.9,44.3,689458.7,919278.3,11490978.9
Manufacturing,Middle East,2022,33.9,42.5,768556.3,1024741.7,12809271.9
Manufacturing,Middle East,2023,34.5,47.1,673548.5,898064.6,11225808.0
Manufacturing,Middle East,2024,35.5,48.6,724651.9,966202.5,12077531.0
Manufacturing,Middle East,2025,36.0,47.5,556219.4,741625.9,9270323.6
Consumer Goods,Latin America,2015,40.7,67.0,102936.0,128670.0,514680.0
Consumer Goods,Latin America,2016,41.3,69.3,117147.6,146434.5,585738.2
Consumer Goods,Latin America,2017,43.1,71.7,142879.3,178599.1,714396.3
Consumer Goods,Latin America,2018,43.9,72.8,172619.8,215774.8,863099.2
Consumer Goods,Latin America,2019,45.1,77.4,192391.6,240489.5,961957.8
Consumer Goods,Latin America,2020,45.3,76.6,218466.9,273083.6,1092334.5
Consumer Goods,Latin America,2021,46.3,75.9,245673.8,307092.3,1228369.0
Consumer Goods,Latin America,2022,47.5,78.9,285184.6,356480.8,1425923.1
Consumer Goods,Latin America,2023,46.9,76.4,316727.6,395909.5,1583638.0
Consumer Goods,Latin America,2024,48.7,80.6,329970.4,412463.0,1649851.8
Consumer Goods,Latin America,2025,48.5,80.2,414082.9,517603.6,2070414.3
Utilities,Asia,2015,34.7,37.1,300257.0,187660.6,3002569.6
Utilities,Asia,2016,36.5,40.2,297102.4,185689.0,2971023.8
Utilities,Asia,2017,34.4,38.0,293830.5,183644.1,2938304.9
Utilities,Asia,2018,37.2,41.9,311510.5,194694.0,3115104.5
Utilities,Asia,2019,38.5,45.4,301944.0,188715.0,3019439.8
Utilities,Asia,2020,39.8,47.6,324619.4,202887.1,3246194.2
Utilities,Asia,2021,39.2,46.8,313913.0,196195.6,3139130.0
Utilities,Asia,2022,37.0,47.3,278824.2,174265.1,2788241.7
Utilities,Asia,2023,35.9,45.5,288183.3,180114.6,2881832.9
Utilities,Asia,2024,35.1,45.0,267720.5,167325.3,2677204.9
Utilities,Asia,2025,35.8,47.6,245474.0,153421.2,2454739.9
Transportation,North America,2015,69.4,41.6,457151.1,76191.8,1523837.0
Transportation,North America,2016,70.5,44.8,550177.5,91696.3,1833925.1
Transportation,North America,2017,70.6,44.2,638864.1,106477.3,2129546.9
Transportation,North America,2018,72.2,45.8,703787.6,117297.9,2345958.7
Transportation,North America,2019,71.0,43.6,775354.0,129225.7,2584513.2
Transportation,North America,2020,72.3,45.6,889735.5,148289.2,2965785.0
Transportation,North America,2021,72.2,43.3,1071360.5,178560.1,3571201.5
Transportation,North America,2022,72.3,43.1,1216455.4,202742.6,4054851.3
Transportation,North America,2023,73.0,44.3,1336267.4,222711.2,4454224.6
Transportation,North America,2024,73.4,46.1,1697124.6,282854.1,5657081.9
Transportation,North America,2025,74.8,48.1,1902223.8,317037.3,6340745.9
Transportation,Asia,2015,23.2,0.8,1612202.3,268700.4,5374007.5
Transportation,Asia,2016,23.7,0.0,1558814.8,259802.5,5196049.2
Transportation,Asia,2017,25.8,2.4,1592923.5,265487.2,5309744.9
Transportation,Asia,2018,28.1,4.8,1842617.5,307102.9,6142058.3
Transportation,Asia,2019,29.0,7.7,2335067.7,389177.9,7783558.9
Transportation,Asia,2020,30.7,11.6,2600362.2,433393.7,8667874.0
Transportation,Asia,2021,31.7,12.9,2574197.8,429033.0,8580659.4
Transportation,Asia,2022,31.6,12.3,3129162.1,521527.0,10430540.4
Transportation,Asia,2023,30.7,13.5,3544201.2,590700.2,11814004.1
Transportation,Asia,2024,33.2,17.3,3357441.7,559573.6,11191472.5
Transportation,Asia,2025,32.6,17.5,4323835.6,720639.3,14412785.3
Transportation,Middle East,2015,46.1,27.2,415702.2,69283.7,1385674.2
Transportation,Middle East,2016,45.8,24.8,489216.4,81536.1,1630721.4
Transportation,Middle East,2017,44.6,25.1,490247.7,81708.0,1634159.2
Transportation,Middle East,2018,44.7,23.4,503915.3,83985.9,1679717.7
Transportation,Middle East,2019,47.1,24.7,511255.6,85209.3,1704185.4
Transportation,Middle East,2020,48.9,29.6,556835.3,92805.9,1856117.7
Transportation,Middle East,2021,50.5,31.9,546991.5,91165.3,1823305.0
Transportation,Middle East,2022,50.1,30.8,647338.0,107889.7,2157793.2
Transportation,Middle East,2023,50.4,30.1,701312.5,116885.4,2337708.4
Transportation,Middle East,2024,51.1,31.0,672984.8,112164.1,2243282.7
Transportation,Middle East,2025,52.1,34.3,709666.9,118277.8,2365556.3
Technology,North America,2015,56.4,69.3,66695.4,40017.2,133390.8
Technology,North America,2016,57.1,69.5,77234.1,46340.5,154468.3
Technology,North America,2017,55.7,65.9,97052.1,58231.3,194104.3
Technology,North America,2018,57.0,66.8,115979.5,69587.7,231958.9
Technology,North America,2019,56.9,64.2,111036.0,66621.6,222072.0
Technology,North America,2020,56.9,61.2,131176.2,78705.7,262352.4
Technology,North America,2021,56.3,61.1,156655.1,93993.1,313310.2
Technology,North America,2022,56.9,60.7,183993.9,110396.3,367987.7
Technology,North America,2023,57.7,61.3,185572.0,111343.2,371144.0
Technology,North America,2024,58.9,63.5,203778.0,122266.8,407556.0
Technology,North America,2025,59.8,64.0,206303.4,123782.1,412606.9
Technology,Oceania,2015,77.3,81.8,36616.0,21969.6,73232.1
Technology,Oceania,2016,76.6,79.9,39126.4,23475.8,78252.8
Technology,Oceania,2017,77.1,78.4,38124.3,22874.6,76248.6
Technology,Oceania,2018,79.7,83.0,38491.6,23094.9,76983.1
Technology,Oceania,2019,81.6,86.1,40283.2,24169.9,80566.4
Technology,Oceania,2020,82.2,84.5,42346.0,25407.6,84692.0
Technology,Oceania,2021,83.4,85.3,41689.1,25013.5,83378.2
Technology,Oceania,2022,83.0,85.8,45598.7,27359.2,91197.4
Technology,Oceania,2023,82.2,86.7,46169.8,27701.9,92339.5
Technology,Oceania,2024,82.4,89.6,41664.5,24998.7,83328.9
Technology,Oceania,2025,84.1,94.4,44718.1,26830.8,89436.1
Technology,North America,2015,72.9,87.5,351992.9,211195.7,703985.7
Technology,North America,2016,74.0,89.9,375890.5,225534.3,751781.0
Technology,North America,2017,74.5,93.1,400360.7,240216.4,800721.4
Technology,North America,2018,76.4,97.2,464474.1,278684.4,928948.2
Technology,North America,2019,75.0,91.1,581872.8,349123.7,1163745.6
Technology,North America,2020,74.9,90.7,710396.3,426237.8,1420792.7
Technology,North America,2021,73.5,88.8,842942.3,505765.4,1685884.7
Technology,North America,2022,77.2,95.9,921057.1,552634.3,1842114.2
Technology,North America,2023,77.9,97.1,1069911.6,641947.0,2139823.3
Technology,North America,2024,77.4,99.7,1191920.0,715152.0,2383840.0
Technology,North America,2025,76.6,98.9,1314957.6,788974.5,2629915.2
Technology,Latin America,2015,70.5,86.1,1945530.8,1167318.5,3891061.7
Technology,Latin America,2016,73.1,89.4,1971577.0,1182946.2,3943154.0
Technology,Latin America,2017,73.5,89.4,2387654.4,1432592.6,4775308.8
Technology,Latin America,2018,73.7,89.6,2602217.9,1561330.7,5204435.7
Technology,Latin America,2019,74.5,92.2,2677541.4,1606524.9,5355082.9
Technology,Latin America,2020,75.5,91.9,2776799.6,1666079.7,5553599.1
Technology,Latin America,2021,76.7,91.9,3006683.8,1804010.3,6013367.6
Technology,Latin America,2022,76.8,91.3,3444329.1,2066597.5,6888658.2
Technology,Latin America,2023,76.7,90.3,3414305.9,2048583.6,6828611.9
Technology,Latin America,2024,77.5,90.2,3523717.5,2114230.5,7047435.1
Technology,Latin America,2025,78.0,90.7,4093549.1,2456129.5,8187098.2
Energy,Europe,2015,68.5,55.5,9096171.7,2728851.5,90961717.3
Energy,Europe,2016,70.0,59.0,9846414.4,2953924.3,98464144.5
Energy,Europe,2017,68.8,56.2,11412781.3,3423834.4,114127813.4
Energy,Europe,2018,70.1,56.0,12855698.5,3856709.5,128556984.6
Energy,Europe,2019,68.6,54.9,14409295.2,4322788.6,144092952.0
Energy,Europe,2020,69.9,57.2,16196377.7,4858913.3,161963776.9
Energy,Europe,2021,70.5,56.9,19067575.5,5720272.7,190675755.2
Energy,Europe,2022,70.3,56.4,22958338.8,6887501.6,229583388.2
Energy,Europe,2023,70.0,57.4,22697144.8,6809143.4,226971447.7
Energy,Europe,2024,69.0,56.3,25829936.2,7748980.9,258299361.9
Energy,Europe,2025,67.8,56.7,29721371.1,8916411.3,297213711.2
Retail,Oceania,2015,59.7,30.3,140678.4,70339.2,281356.7
Retail,Oceania,2016,62.1,33.7,124114.7,62057.3,248229.3
Retail,Oceania,2017,63.4,38.4,117817.1,58908.6,235634.3
Retail,Oceania,2018,63.8,37.0,119740.5,59870.2,239481.0
Retail,Oceania,2019,63.7,35.2,121068.7,60534.3,242137.3
Retail,Oceania,2020,63.4,37.0,109061.2,54530.6,218122.4
Retail,Oceania,2021,64.7,39.9,112053.0,56026.5,224106.0
Retail,Oceania,2022,65.1,36.9,117679.9,58840.0,235359.8
Retail,Oceania,2023,63.4,38.8,113099.2,56549.6,226198.3
Retail,Oceania,2024,62.2,40.8,119643.7,59821.8,239287.3
Retail,Oceania,2025,62.9,42.0,110268.2,55134.1,220536.3
Consumer Goods,Oceania,2015,58.2,64.0,233358.0,291697.5,1166790.2
Consumer Goods,Oceania,2016,57.7,64.3,231486.1,289357.6,1157430.3
Consumer Goods,Oceania,2017,59.1,67.2,255656.8,319571.0,1278283.9
Consumer Goods,Oceania,2018,59.0,68.0,235897.0,294871.3,1179485.0
Consumer Goods,Oceania,2019,60.0,68.2,245374.9,306718.7,1226874.7
Consumer Goods,Oceania,2020,61.1,69.0,245474.1,306842.7,1227370.7
Consumer Goods,Oceania,2021,60.5,68.8,253046.0,316307.5,1265229.9
Consumer Goods,Oceania,2022,62.3,71.1,251090.3,313862.9,1255451.4
Consumer Goods,Oceania,2023,64.4,73.1,266280.6,332850.7,1331402.9
Consumer Goods,Oceania,2024,66.3,73.2,292843.0,366053.8,1464215.1
Consumer Goods,Oceania,2025,65.4,72.1,344039.9,430049.9,1720199.6
Manufacturing,Middle East,2015,34.1,64.0,121627.4,162169.9,2027123.6
Manufacturing,Middle East,2016,34.5,64.7,138964.9,185286.5,2316081.7
Manufacturing,Middle East,2017,35.8,67.3,162535.1,216713.5,2708918.4
Manufacturing,Middle East,2018,37.4,69.6,157323.0,209764.0,2622050.5
Manufacturing,Middle East,2019,39.9,70.5,148414.1,197885.4,2473568.0
Manufacturing,Middle East,2020,40.5,73.6,164939.0,219918.7,2748983.2
Manufacturing,Middle East,2021,41.2,74.9,188822.9,251763.9,3147048.5
Manufacturing,Middle East,2022,40.6,76.3,198642.3,264856.3,3310704.2
Manufacturing,Middle East,2023,41.9,76.3,228175.0,304233.3,3802915.9
Manufacturing,Middle East,2024,41.6,76.2,256415.2,341886.9,4273586.1
Manufacturing,Middle East,2025,43.0,78.0,266280.2,355040.3,4438004.1
Utilities,Asia,2015,48.1,23.4,814625.5,509141.0,8146255.5
Utilities,Asia,2016,49.5,24.6,864825.1,540515.7,8648250.9
Utilities,Asia,2017,51.1,28.2,804934.2,503083.9,8049341.8
Utilities,Asia,2018,51.5,31.1,777283.1,485801.9,7772831.1
Utilities,Asia,2019,51.3,29.9,770146.0,481341.2,7701459.7
Utilities,Asia,2020,51.1,31.0,747027.2,466892.0,7470271.6
Utilities,Asia,2021,54.0,37.1,605292.0,378307.5,6052920.1
Utilities,Asia,2022,55.4,40.0,616759.7,385474.8,6167597.2
Utilities,Asia,2023,54.9,40.9,639694.2,399808.9,6396942.1
Utilities,Asia,2024,56.1,42.8,740689.8,462931.1,7406897.7
Utilities,Asia,2025,56.3,46.8,751827.3,469892.0,7518272.7
Retail,Middle East,2015,48.5,30.5,124782.4,62391.2,249564.9
Retail,Middle East,2016,46.9,27.6,133203.6,66601.8,266407.3
Retail,Middle East,2017,47.3,29.1,132777.2,66388.6,265554.4
Retail,Middle East,2018,46.5,27.8,140668.1,70334.0,281336.2
Retail,Middle East,2019,47.1,29.1,154427.5,77213.7,308854.9
Retail,Middle East,2020,47.8,31.5,153350.4,76675.2,306700.8
Retail,Middle East,2021,47.0,31.6,156559.1,78279.6,313118.2
Retail,Middle East,2022,48.1,31.5,179168.8,89584.4,358337.5
Retail,Middle East,2023,50.2,32.6,183723.7,91861.8,367447.4
Retail,Middle East,2024,52.4,33.8,199251.6,99625.8,398503.3
Retail,Middle East,2025,52.5,36.2,187634.1,93817.1,375268.3
Technology,North America,2015,64.1,67.8,92864.9,55718.9,185729.7
Technology,North America,2016,65.5,67.0,113318.5,67991.1,226637.0
Technology,North America,2017,66.3,64.8,152328.1,91396.8,304656.1
Technology,North America,2018,67.5,67.3,175191.1,105114.7,350382.3
Technology,North America,2019,69.0,72.2,195080.0,117048.0,390160.0
Technology,North America,2020,69.1,69.6,230773.6,138464.1,461547.1
Technology,North America,2021,71.9,70.4,282554.5,169532.7,565109.0
Technology,North America,2022,72.9,71.0,335948.0,201568.8,671896.0
Technology,North America,2023,72.3,71.5,364323.5,218594.1,728646.9
Technology,North America,2024,73.2,71.9,414952.4,248971.4,829904.8
Technology,North America,2025,73.9,72.9,476729.9,286037.9,953459.7
Utilities,Africa,2015,37.4,28.3,928617.5,580386.0,9286175.5
Utilities,Africa,2016,36.3,27.3,1000443.9,625277.4,10004438.6
Utilities,Africa,2017,36.7,31.5,1018302.3,636439.0,10183023.5
Utilities,Africa,2018,37.4,28.3,1028820.0,643012.5,10288199.6
Utilities,Africa,2019,38.0,30.9,1032875.6,645547.3,10328756.2
Utilities,Africa,2020,38.7,30.2,1153352.0,720845.0,11533519.9
Utilities,Africa,2021,40.8,31.2,1343391.5,839619.7,13433915.3
Utilities,Africa,2022,41.4,32.2,1576254.6,985159.1,15762546.1
Utilities,Africa,2023,42.4,33.7,1831808.6,1144880.4,18318085.7
Utilities,Africa,2024,43.9,39.3,1739098.3,1086936.5,17390983.4
Utilities,Africa,2025,42.9,38.1,1678067.8,1048792.3,16780677.6
Healthcare,Europe,2015,92.4,88.6,154412.5,154412.5,308825.0
Healthcare,Europe,2016,92.6,90.7,149156.1,149156.1,298312.2
Healthcare,Europe,2017,92.6,88.5,178339.4,178339.4,356678.8
Healthcare,Europe,2018,93.7,91.8,190601.4,190601.4,381202.8
Healthcare,Europe,2019,93.5,92.2,186100.6,186100.6,372201.2
Healthcare,Europe,2020,95.3,96.5,185991.8,185991.8,371983.7
Healthcare,Europe,2021,95.1,97.4,190661.1,190661.1,381322.2
Healthcare,Europe,2022,94.8,96.5,198902.0,198902.0,397804.1
Healthcare,Europe,2023,96.3,96.4,214876.5,214876.5,429752.9
Healthcare,Europe,2024,94.3,94.3,233749.2,233749.2,467498.4
Healthcare,Europe,2025,95.6,96.5,259802.9,259802.9,519605.9
Retail,Asia,2015,55.4,69.9,47255.3,23627.6,94510.6
Retail,Asia,2016,54.9,70.9,46024.6,23012.3,92049.2
Retail,Asia,2017,56.4,75.9,49238.0,24619.0,98476.1
Retail,Asia,2018,59.6,80.3,40575.3,20287.7,81150.7
Retail,Asia,2019,60.7,81.6,38726.6,19363.3,77453.2
Retail,Asia,2020,61.5,82.1,38727.0,19363.5,77454.0
Retail,Asia,2021,60.1,81.3,38495.8,19247.9,76991.7
Retail,Asia,2022,61.3,84.6,40743.9,20371.9,81487.8
Retail,Asia,2023,61.0,86.1,42268.9,21134.4,84537.8
Retail,Asia,2024,61.9,89.1,47037.3,23518.7,94074.6
Retail,Asia,2025,61.5,87.8,47483.0,23741.5,94966.0
Consumer Goods,Latin America,2015,56.5,52.5,284597.0,355746.3,1422985.1
Consumer Goods,Latin America,2016,58.4,54.6,290417.6,363022.0,1452088.0
Consumer Goods,Latin America,2017,59.1,57.3,311936.1,389920.1,1559680.4
Consumer Goods,Latin America,2018,61.0,61.5,316391.4,395489.2,1581956.8
Consumer Goods,Latin America,2019,59.0,57.9,357650.0,447062.5,1788249.8
Consumer Goods,Latin America,2020,59.7,60.5,401033.4,501291.8,2005167.1
Consumer Goods,Latin America,2021,60.4,61.1,418775.7,523469.6,2093878.5
Consumer Goods,Latin America,2022,61.5,59.5,435653.7,544567.1,2178268.3
Consumer Goods,Latin America,2023,63.8,63.2,432521.0,540651.3,2162605.2
Consumer Goods,Latin America,2024,63.9,62.9,440716.9,550896.2,2203584.7
Consumer Goods,Latin America,2025,64.7,62.2,506418.5,633023.2,2532092.7
Technology,Asia,2015,70.0,94.4,431120.1,258672.0,862240.2
Technology,Asia,2016,71.1,93.6,465983.0,279589.8,931965.9
Technology,Asia,2017,70.0,92.0,442714.1,265628.5,885428.3
Technology,Asia,2018,69.5,88.3,464404.3,278642.6,928808.7
Technology,Asia,2019,68.4,84.3,456993.2,274195.9,913986.4
Technology,Asia,2020,65.6,78.8,507984.2,304790.5,1015968.4
Technology,Asia,2021,65.7,80.4,463951.0,278370.6,927902.1
Technology,Asia,2022,66.9,84.4,416125.1,249675.0,832250.2
Technology,Asia,2023,67.5,86.2,419812.5,251887.5,839625.0
Technology,Asia,2024,69.9,86.5,428891.5,257334.9,857782.9
Technology,Asia,2025,68.7,86.5,458546.5,275127.9,917093.1
Retail,Asia,2015,48.5,38.1,183085.9,91542.9,366171.7
Retail,Asia,2016,49.6,41.7,178690.0,89345.0,357379.9
Retail,Asia,2017,47.8,41.3,185038.9,92519.4,370077.8
Retail,Asia,2018,46.9,41.4,186928.6,93464.3,373857.2
Retail,Asia,2019,44.9,38.5,202464.1,101232.1,404928.3
Retail,Asia,2020,46.6,39.7,208045.6,104022.8,416091.2
Retail,Asia,2021,47.3,37.5,206581.9,103291.0,413163.9
Retail,Asia,2022,49.7,39.3,214878.3,107439.1,429756.6
Retail,Asia,2023,48.6,38.5,187116.1,93558.1,374232.2
Retail,Asia,2024,50.8,42.4,191310.0,95655.0,382620.0
Retail,Asia,2025,51.6,45.5,153915.8,76957.9,307831.6
Manufacturing,Latin America,2015,41.9,49.8,233295.5,311060.7,3888258.6
Manufacturing,Latin America,2016,40.6,48.7,258436.4,344581.9,4307273.5
Manufacturing,Latin America,2017,40.0,48.5,266615.2,355486.9,4443586.4
Manufacturing,Latin America,2018,39.7,47.8,271700.8,362267.8,4528346.9
Manufacturing,Latin America,2019,41.3,51.8,267360.8,356481.1,4456014.1
Manufacturing,Latin America,2020,42.6,54.9,266609.3,355479.1,4443488.3
Manufacturing,Latin America,2021,43.3,54.4,292300.7,389734.3,4871678.8
Manufacturing,Latin America,2022,45.1,56.5,341083.9,454778.5,5684731.3
Manufacturing,Latin America,2023,45.9,56.0,393756.4,525008.5,6562606.1
Manufacturing,Latin America,2024,45.1,53.8,433059.8,577413.1,7217663.9
Manufacturing,Latin America,2025,45.1,54.1,417966.9,557289.3,6966115.7
Finance,Europe,2015,92.9,95.6,116237.7,58118.9,290594.3
Finance,Europe,2016,94.8,96.9,114147.8,57073.9,285369.5
Finance,Europe,2017,96.0,96.2,117294.6,58647.3,293236.6
Finance,Europe,2018,96.7,97.7,111790.8,55895.4,279477.1
Finance,Europe,2019,96.9,98.2,111402.8,55701.4,278507.0
Finance,Europe,2020,98.2,100.0,113307.9,56653.9,283269.7
Finance,Europe,2021,97.7,99.6,107689.2,53844.6,269223.1
Finance,Europe,2022,97.8,100.0,103827.1,51913.6,259567.8
Finance,Europe,2023,98.8,100.0,115341.6,57670.8,288353.9
Finance,Europe,2024,98.3,100.0,114245.9,57122.9,285614.7
Finance,Europe,2025,98.0,100.0,114835.2,57417.6,287088.0
Transportation,Oceania,2015,37.3,5.9,531079.4,88513.2,1770264.5
Transportation,Oceania,2016,38.3,8.5,568828.7,94804.8,1896095.6
Transportation,Oceania,2017,40.2,11.5,481382.3,80230.4,1604607.7
Transportation,Oceania,2018,41.8,13.8,496447.7,82741.3,1654825.8
Transportation,Oceania,2019,44.7,18.2,510654.7,85109.1,1702182.4
Transportation,Oceania,2020,46.0,20.4,450058.9,75009.8,1500196.3
Transportation,Oceania,2021,46.3,20.5,487157.2,81192.9,1623857.3
Transportation,Oceania,2022,47.3,22.9,515629.7,85938.3,1718765.6
Transportation,Oceania,2023,48.2,24.7,564815.9,94136.0,1882719.7
Transportation,Oceania,2024,49.4,24.4,571291.9,95215.3,1904306.4
Transportation,Oceania,2025,47.4,23.2,620759.4,103459.9,2069198.2
Retail,Middle East,2015,26.9,12.0,69177.6,34588.8,138355.2
Retail,Middle East,2016,25.6,13.0,59316.3,29658.2,118632.6
Retail,Middle East,2017,27.1,16.1,56579.9,28289.9,113159.7
Retail,Middle East,2018,27.0,16.5,56913.9,28457.0,113827.9
Retail,Middle East,2019,29.1,17.9,61214.3,30607.2,122428.7
Retail,Middle East,2020,32.7,23.0,68624.2,34312.1,137248.3
Retail,Middle East,2021,33.2,21.3,61810.5,30905.3,123621.0
Retail,Middle East,2022,34.2,22.5,68025.8,34012.9,136051.5
Retail,Middle East,2023,34.9,22.7,65077.8,32538.9,130155.6
Retail,Middle East,2024,33.7,22.4,67798.0,33899.0,135596.0
Retail,Middle East,2025,34.5,23.1,59618.7,29809.4,119237.4
Transportation,Middle East,2015,20.1,22.0,299500.2,49916.7,998334.1
Transportation,Middle East,2016,20.0,21.1,316914.0,52819.0,1056380.1
Transportation,Middle East,2017,18.3,21.4,383544.1,63924.0,1278480.4
Transportation,Middle East,2018,17.7,21.5,383572.5,63928.8,1278575.0
Transportation,Middle East,2019,17.9,22.4,385510.0,64251.7,1285033.2
Transportation,Middle East,2020,19.1,22.0,385784.0,64297.3,1285946.7
Transportation,Middle East,2021,20.6,23.2,360522.3,60087.0,1201740.9
Transportation,Middle East,2022,20.4,24.2,399871.8,66645.3,1332905.8
Transportation,Middle East,2023,20.1,23.9,395508.7,65918.1,1318362.2
Transportation,Middle East,2024,20.2,22.1,429243.1,71540.5,1430810.2
Transportation,Middle East,2025,21.7,25.4,421608.7,70268.1,1405362.4
Energy,Europe,2015,76.5,70.3,4950585.8,1485175.7,49505858.3
Energy,Europe,2016,77.4,72.4,4718540.3,1415562.1,47185402.7
Energy,Europe,2017,78.0,73.5,4342339.3,1302701.8,43423392.6
Energy,Europe,2018,79.6,74.8,4242039.9,1272612.0,42420398.8
Energy,Europe,2019,80.7,74.0,4153554.5,1246066.3,41535544.7
Energy,Europe,2020,80.4,73.1,4028373.1,1208511.9,40283730.6
Energy,Europe,2021,82.4,74.7,3898687.2,1169606.2,38986872.5
Energy,Europe,2022,81.5,71.3,4488513.2,1346553.9,44885131.6
Energy,Europe,2023,83.9,74.3,4235755.9,1270726.8,42357559.2
Energy,Europe,2024,84.7,76.1,4193606.4,1258081.9,41936063.5
Energy,Europe,2025,86.2,76.6,4066475.1,1219942.5,40664750.7
Transportation,Asia,2015,24.4,33.3,328500.2,54750.0,1095000.7
Transportation,Asia,2016,24.3,38.1,344941.0,57490.2,1149803.5
Transportation,Asia,2017,25.2,38.2,340619.8,56770.0,1135399.4
Transportation,Asia,2018,26.9,39.6,387466.0,64577.7,1291553.5
Transportation,Asia,2019,27.3,38.2,362969.6,60494.9,1209898.5
Transportation,Asia,2020,26.6,36.6,393506.4,65584.4,1311688.0
Transportation,Asia,2021,27.3,37.3,496742.5,82790.4,1655808.2
Transportation,Asia,2022,29.7,37.0,618641.2,103106.9,2062137.4
Transportation,Asia,2023,29.7,38.5,599823.2,99970.5,1999410.7
Transportation,Asia,2024,29.4,38.7,711233.3,118538.9,2370777.7
Transportation,Asia,2025,28.5,36.0,691542.5,115257.1,2305141.6
Manufacturing,Africa,2015,48.7,38.5,346883.5,462511.4,5781392.0
Manufacturing,Africa,2016,49.9,36.8,380968.5,507958.0,6349475.6
Manufacturing,Africa,2017,51.7,40.9,396233.9,528311.9,6603899.0
Manufacturing,Africa,2018,51.6,41.4,376842.1,502456.1,6280701.8
Manufacturing,Africa,2019,53.3,41.8,383721.4,511628.6,6395357.4
Manufacturing,Africa,2020,54.3,44.9,375847.7,501130.3,6264128.3
Manufacturing,Africa,2021,55.3,45.6,398140.7,530854.3,6635678.3
Manufacturing,Africa,2022,55.4,47.1,428810.9,571747.9,7146848.8
Manufacturing,Africa,2023,54.9,46.3,499915.4,666553.9,8331923.6
Manufacturing,Africa,2024,56.0,48.3,500539.5,667386.0,8342324.7
